date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-02-10,1.8,-5,12.7,0,,84,5.1,,1019,
2020-02-11,2.1,-4.2,12.7,0,,44,4.5,,1018.7,
2020-02-12,2.8,-4,12,0,,9,4.4,,1014.6,
2020-02-13,5.6,-3,11.8,4.3,,31,6.3,,1012.9,
2020-02-14,-1.4,-1.2,8.7,25.1,,43,13.3,,1024,
2020-02-15,-3.1,-5,0.4,0,71,324,28.7,,1032,
2020-02-16,-0.1,-4,4,0,51,329,20.6,,1029.3,
2020-02-17,0.6,-4,9,0,41,301,12,,1029.2,
2020-02-18,2.8,-4.3,11,0,20,124,5.7,,1025.7,
2020-02-19,2.8,-3,10.2,0,,75,6.7,,1026,
2020-02-20,1.3,-3,8,0,,111,5.1,,1030.4,
2020-02-21,4.4,-2,11,0,,309,10.3,,1027.1,
2020-02-22,3.4,-1,10,0,,280,14,,1029.9,
2020-02-23,3.2,-4,10.3,0,,104,4.8,,1021.5,
2020-02-24,5.9,-1.4,10.3,0,,32,6.4,,1019.4,
2020-02-25,6.1,3,10,0,,162,7.4,,1023.2,
2020-02-26,4.2,1,9.9,0,,177,9.2,,1031.7,
2020-02-27,2.3,0,8.5,0,,157,10.5,,1030.6,
2020-02-28,3.9,-2.7,9,0,,191,5.4,,1019.5,
2020-02-29,2.8,-0.9,8.3,2.8,,94,5.9,,1019.5,
2020-03-01,2.9,-1,11,0,,2,11.7,,1024.7,
2020-03-02,3.5,-4.8,10.6,4.3,,88,8.9,,1025,
2020-03-03,1.7,0,9.5,0,,321,21.2,,1025.4,
2020-03-04,1.1,-7,8.1,0,,354,10.9,,1031.5,
2020-03-05,2.8,-3.1,9.3,0,,161,10,,1023.4,
2020-03-06,5,-1.3,11,1,,23,6.1,,1014.8,
2020-03-07,8.9,1.1,15.6,0,,57,10.3,,1016.2,
2020-03-08,4.9,3.5,15.6,3.3,,91,6.9,,1016.3,
2020-03-09,5.3,3,12,0.5,,90,8.9,,1018.6,
2020-03-10,4.2,-3,11.7,0,,314,12.9,,1019,
2020-03-11,6.5,-1.9,16.5,0,,149,5.5,,1014,
2020-03-12,8.4,0,16.5,0,,33,13,,1018.2,
2020-03-13,5.8,-3,14.3,0,,288,12.6,,1027.2,
2020-03-14,8.8,-0.3,16.2,0,,294,12.5,,1017.3,
2020-03-15,9,2,18.3,0,,35,10.5,,1018.2,
2020-03-16,4.9,-3,18.3,0,,117,5.6,,1020.1,
2020-03-17,12.8,0.8,23.3,0,,253,7.5,,1013.3,
2020-03-18,13.4,4.4,26.2,0,,294,16.1,,1004.4,
2020-03-19,11.1,8,26.2,0,,290,19.4,,1013.1,
2020-03-20,16.1,6,25,0,,55,8.1,,1005.4,
2020-03-21,11.2,9.1,24.1,0,,141,11.5,,1012.8,
2020-03-22,12.2,2.2,22,0,,204,9.4,,1017.6,
2020-03-23,12.7,4,22.3,0,,74,9.4,,1019.2,
2020-03-24,13.7,6.3,22.3,0,,93,7,,1016.2,
2020-03-25,15.8,10,21.1,0,,109,7.6,,1010.2,
2020-03-26,6.8,5,21.3,3.3,,350,19.4,,1021.8,
2020-03-27,6,2,15,0,,329,19.7,,1027.8,
2020-03-28,7.4,-1.1,14.2,0,,215,8.9,,1026,
2020-03-29,9.9,-1,17,0,,183,8.6,,1019,
2020-03-30,12.5,6.3,18,0,,180,8,,1016.6,
2020-03-31,13.6,8.2,19.2,0,,109,10.1,,1016.7,
2020-04-01,10,9,19.2,0,,329,13,,1025.2,
2020-04-02,12.9,1.7,21.2,0,,277,10.5,,1022.5,
2020-04-03,18.7,3.7,25.1,0,,304,9.2,,1020,
2020-04-04,11.7,9.6,25.5,0,,153,14.9,,1027.4,
2020-04-05,11.9,3.9,18.6,0,,164,7.7,,1025.2,
2020-04-06,15.8,7,24,0,,139,7.4,,1016.8,
2020-04-07,11.9,9,23.6,0,,138,10.5,,1019.2,
2020-04-08,11.8,3.7,18.6,1.3,,99,8.7,,1022,
2020-04-09,9.9,3.8,15.4,0,,207,8.7,,1026.4,
2020-04-10,11.6,3.8,18,0,,260,6.5,,1028.1,
2020-04-11,15.7,4,24,0,,330,10.2,,1022.8,
2020-04-12,16.1,9,27,0,,9,10.2,,1019.1,
2020-04-13,16.3,4,27.1,0,,244,6.9,,1016.6,
2020-04-14,18.9,8.9,27.1,0,,141,8.1,,1010.3,
2020-04-15,17.5,12,26.5,8.9,,135,9.8,,1007.7,
2020-04-16,14.1,10,24.5,0,,334,14.8,,1008,
2020-04-17,15,10,21,0,,354,12.9,,1014.6,
2020-04-18,17.6,8.7,22,0,,155,7.1,,1017.9,
2020-04-19,15.7,12,22.3,2.5,,198,13.8,,1010.2,
2020-04-20,10.6,7,21.4,0,,331,26.1,,1017,
2020-04-21,9.4,2.9,15.7,0,,340,24.9,,1022.9,
2020-04-22,11.2,6.1,16,0,,322,25.8,,1022.7,
2020-04-23,13.9,7.1,20,0,,301,17.4,,1021,
2020-04-24,22.1,7.1,30,0,,269,18.5,,1006.4,
2020-04-25,14.7,12,30,0,,5,14.6,,1014.2,
2020-04-26,14.9,4,22,0,,34,8.1,,1018.3,
2020-04-27,15.9,4,25,0,,188,7.8,,1020.3,
2020-04-28,21.4,9.2,29,0,,204,8.6,,1012.3,
2020-04-29,20.9,12,29.1,0,,155,9,,1007.4,
2020-04-30,24.7,13.8,33,0,,130,7.2,,1004.6,
2020-05-01,27.1,17.5,34.1,0,,120,8.9,,1001.9,
2020-05-02,25.5,21,34.1,0,,149,12.9,,1001.4,
2020-05-03,20.6,15.8,32.1,0,,109,9.6,,1005.6,
2020-05-04,14.4,12,25.5,0,,181,10.8,,1015.7,
2020-05-05,18.7,12.1,25,0,,178,8.7,,1010.5,
2020-05-06,20.3,14.5,25.4,0,,109,8.1,,1013.4,
2020-05-07,16.7,13.3,25.4,7.6,,93,6.9,,1012.1,
2020-05-08,13.9,13,19.1,3.3,,114,8.1,,1012.5,
2020-05-09,15.9,10.3,21,0,,217,6.2,,1008.1,
2020-05-10,20.8,10.8,26,0,,308,17.1,,1009.8,
2020-05-11,22.8,14.7,30,0,,282,20.3,,1005.9,
2020-05-12,19.2,14.7,28,0,,263,15.2,,1008.1,
2020-05-13,24.1,11.9,26.8,0,,178,8.7,,1007.5,
2020-05-14,23.8,17.7,31,0,,150,12.3,,1004,
2020-05-15,18.5,17.4,30.3,0,,125,10.2,,1005.2,
2020-05-16,15.3,14,22.5,0,,89,7.5,,1003.5,
2020-05-17,15.7,8,22.8,0,,332,10.1,,1003.9,
2020-05-18,21.1,12.9,28,0,,345,14.4,,1003.8,
2020-05-19,23.7,12.8,31,0,,353,10.1,,1004.5,
2020-05-20,24.2,16,31,4.8,,77,9,,1006.2,
2020-05-21,18.3,14.8,29.7,17.8,,75,8,,1005.8,
2020-05-22,22.4,14.8,29.4,1,,197,9.2,,1004.1,
2020-05-23,20.3,15,29.4,0.5,,10,10.1,,1007.5,
2020-05-24,23.8,14.4,30,0,,309,8.3,,1010.7,
2020-05-25,18.4,16,29.2,1,,41,6.5,,1010.5,
2020-05-26,24.8,14.2,29,0.3,,249,10.4,,1009.2,
2020-05-27,22.5,17,30.1,0,,318,11.9,,1006.8,
2020-05-28,24.9,15.4,33,0,,115,9.2,,1005.3,
2020-05-29,23.7,17,32.9,0,,93,9,,1006.9,
2020-05-30,22.7,18,32,2,,126,12.5,,1008.7,
2020-05-31,19.1,14,32,11.2,,327,12.9,,1007.5,
2020-06-01,22,13.8,32,2,,211,10.1,,1004.8,
2020-06-02,24.9,15.8,33.3,0,,233,10.7,,1000.4,
2020-06-03,27.4,17,37,0,,6,13.1,,997.5,
2020-06-04,24.9,16,36.3,0,,58,12.7,,1003.6,
2020-06-05,23.6,17,32.3,0,,122,10.1,,1007.9,
2020-06-06,24.7,15,31.5,0,,111,8,,1007.5,
2020-06-07,28.1,20,36,0,,121,6.8,,1004.5,
2020-06-08,30.9,21,38,0,,182,12.9,,1006,
2020-06-09,24.7,23,37.3,0,,90,8,,1009.8,
2020-06-10,26.4,21,33.5,6.9,,166,8.3,,1005.9,
2020-06-11,25.2,20,33.6,0,,41,9,,1004.9,
2020-06-12,28,20.8,34,0,,179,8.1,,1002,
2020-06-13,27.9,23,34,0,,35,8.7,,1001.4,
2020-06-14,28.8,21,36,0,,284,13.7,,1007.4,
2020-06-15,30.1,20.3,38,0,,224,8.3,,1005.3,
2020-06-16,29.2,22,37.1,0,,156,11.9,,1004.4,
2020-06-17,26.7,22,36.3,0,,207,12.2,,1002.2,
2020-06-18,24.6,20.8,32.3,7.4,,168,9,,1003.8,
2020-06-19,28.3,19.1,34,0,,225,11.6,,1006.3,
2020-06-20,29.1,22.4,33.1,0,,168,10.1,,1004.2,
2020-06-21,30.1,25,36,0,,159,11.6,,1002.1,
2020-06-22,28.4,25,34.9,0,,153,12.8,,1003.3,
2020-06-23,25.3,22,33.5,0,,105,10.2,,1003.6,
2020-06-24,24.3,20.8,31.8,4.6,,172,8,,1003.1,
2020-06-25,22.2,19,29.9,13,,99,9,,1002.5,
2020-06-26,24.1,18.7,29.3,0,,76,5.4,,1003.8,
2020-06-27,27.8,21.1,33,0,,112,6.6,,1004.3,
2020-06-28,27.6,22,32.3,0,,151,7.5,,1005.1,
2020-06-29,24.4,22,30.6,0,,43,5.9,,1001.6,
2020-06-30,28.3,21.7,35,0,,272,7.7,,1001.7,
2020-07-01,27.7,21,35,0,,136,8.1,,1003.1,
2020-07-02,25.3,21,34.4,1,,67,8.9,,1007.6,
2020-07-03,23.6,21,29.1,0,,91,7.7,,1009.2,
2020-07-04,26.2,20.7,30,0,,188,8.3,,1004.3,
2020-07-05,24.9,22,33,0,,219,6.5,,997.8,
2020-07-06,25.9,19.6,33.4,51.6,,318,6.3,,998.5,
2020-07-07,27.4,20,34,0,,38,9.3,,1005.4,
2020-07-08,27.6,20,34.1,0,,126,8.6,,1005.1,
2020-07-09,20.7,19.3,32.3,7.1,,339,8.7,,1003.3,
2020-07-10,22.8,19.2,25.4,0.8,,30,6.3,,1004,
2020-07-11,23.8,21.8,26.9,21.6,,49,4.7,,1006.6,
2020-07-12,24.6,22,28.1,0.3,,44,4.4,,1007.1,
2020-07-13,24.6,22,31,0,,347,5.7,,1006.9,
2020-07-14,27.6,20,33,0,,243,7.5,,1006,
2020-07-15,29,21,35,0,,223,8,,1003.7,
2020-07-16,29.7,23.3,34,0,,182,9,,1002.6,
2020-07-17,25.2,22,33,21.8,,183,9.5,,1003.3,
2020-07-18,23.5,21,29.6,0,,52,7.4,,1003.9,
2020-07-19,25.7,20,34,0,,12,5.9,,1002.5,
2020-07-20,28.6,21.8,35,0,,181,6.2,,1004.1,
2020-07-21,28.3,24,34.8,0,,169,9.9,,1007.7,
2020-07-22,26.7,22,34.1,0,,110,7.2,,1006.8,
2020-07-23,27.9,20,33.2,0,,102,6.3,,1007.6,
2020-07-24,30.9,22,38,0,,253,8.3,,1006.7,
2020-07-25,29.8,23.1,37.3,0,,184,5.1,,1004.3,
2020-07-26,22,21,33.4,1.3,,167,9,,1005.8,
2020-07-27,22.6,21.3,24.6,3.6,,106,5.6,,1006.1,
2020-07-28,23.6,22,29,0,,72,5.3,,1007,
2020-07-29,26.6,21.4,31.8,0,,104,5.1,,1008.7,
2020-07-30,29.3,23.4,34.4,0,,149,7.2,,1008.2,
2020-07-31,25.7,23,34.4,0.3,,163,8,,1007,
2020-08-01,25.7,22,34.4,3.6,,207,7.4,,1004.9,
2020-08-02,27.4,21,34,0,,190,8.9,,1000.3,
2020-08-03,29.2,22,37.5,0,,291,8.1,,1000.1,
2020-08-04,29.8,22,37.8,0,,77,5.1,,1002.8,
2020-08-05,25.4,24,37.8,13.7,,24,6.8,,1006.2,
2020-08-06,27.9,23.3,32,0,,60,6.6,,1006.5,
2020-08-07,27.4,24,33.2,0,,94,5.9,,1004.5,
2020-08-08,27.1,22.6,33.2,0,,160,6.8,,1000,
2020-08-09,27.4,19,35,21.3,,177,8.1,,997,
2020-08-10,27.2,20.9,33.6,0,,171,7.8,,1000.2,
2020-08-11,30.1,24,36,0,,160,7.1,,1004.4,
2020-08-12,25.1,21.3,34.5,57.9,,95,8.9,,1006.2,
2020-08-13,27.4,21.3,33,0.3,,244,8.7,,999.1,
2020-08-14,30,24,34,0,,198,7.2,,1000.1,
2020-08-15,25.4,23,34.5,3.3,,208,7.7,,1003.5,
2020-08-16,25.4,23.3,31.3,0.5,,199,6.2,,1007.3,
2020-08-17,25.1,23.7,27.3,0,,129,6.9,,1007.8,
2020-08-18,22.7,22,27.3,4.6,,359,9.8,,1006.7,
2020-08-19,23.1,21,26.5,0,,55,6.5,,1011,
2020-08-20,22.6,17.7,27,0,,166,5.9,,1016,
2020-08-21,23.3,17.5,29,0,,152,6.5,,1016.4,
2020-08-22,23.7,18.3,28.6,0,,177,7.8,,1011.5,
2020-08-23,23.8,19.6,28.7,56.9,,141,6,,1004.4,
2020-08-24,25.6,19.5,34,5.6,,308,11.3,,999.5,
2020-08-25,27.6,20,35,0,,78,5,,1002.4,
2020-08-26,25.6,22,34.1,0,,82,5.4,,1004.3,
2020-08-27,25.4,22,32.2,0,,7,6.5,,1000.5,
2020-08-28,26.2,20.5,32.2,0,,156,6.9,,1004.6,
2020-08-29,26.4,23.1,30.8,0,,114,6.5,,1008.7,
2020-08-30,25.6,24,30.5,0,,124,7.4,,1010.6,
2020-08-31,21.4,20,30.5,0,,316,9.2,,1010.5,
2020-09-01,24.4,18,34,2.3,,331,10.2,,1008.1,
2020-09-02,22.6,18,33.5,0,,346,10.1,,1009.4,
2020-09-03,20.6,16,29,0,,337,14.1,,1007.2,
2020-09-04,22.9,15.6,30.1,0,,267,7.2,,1005.7,
2020-09-05,23.8,18.6,31,0,,85,6.5,,1006.5,
2020-09-06,24.5,20,31,0,,83,6,,1008.6,
2020-09-07,24.7,19,32,0,,7,10.7,,1006.6,
2020-09-08,24.7,18,31.4,0,,335,9.8,,1009.9,
2020-09-09,24.4,17,31.3,0,,341,7.7,,1009.5,
2020-09-10,20.9,17,31.3,0,,7,10.2,,1010.1,
2020-09-11,22.4,18,26.5,2.3,,16,10.4,,1014.9,
2020-09-12,20.9,18,26,0,,26,8.3,,1019.9,
2020-09-13,23.3,17.8,27,0,,120,6.9,,1017.9,
2020-09-14,22.5,19.9,27.5,0,,133,7.2,,1014,
2020-09-15,18.4,16,25.7,4.6,,145,7.1,,1007.7,
2020-09-16,22.2,15,26.4,0,,285,18.2,,1008.4,
2020-09-17,19.5,14,28,0,,297,14.4,,1011.2,
2020-09-18,19.3,11,28.2,0,,327,9.5,,1013.4,
2020-09-19,20.6,12.7,29.1,0,,26,6.6,,1015,
2020-09-20,20.6,13,29.1,0,,84,8.3,,1018.1,
2020-09-21,20.4,14,26.9,0,,105,6,,1016.9,
2020-09-22,20.9,15,27,0,,39,8,,1018,
2020-09-23,17.2,16,26.8,27.2,,46,5.1,,1018.4,
2020-09-24,18,16,24.2,0,,50,4.2,,1016.3,
2020-09-25,18.8,14,26,0,,114,5.4,,1016.7,
2020-09-26,19.2,13,26,0,,134,6,,1018.2,
2020-09-27,19.7,14,27,0,,157,5.7,,1017.5,
2020-09-28,20.3,14,26,31,,97,5.1,,1014.2,
2020-09-29,14.4,12.9,25.2,3.6,,126,9.3,,1016.6,
2020-09-30,17.4,10.7,22,1.8,,174,8,,1016.3,
2020-10-01,15.7,13,20.7,0,,142,7.4,,1010.5,
2020-10-02,14.4,10,22,0,,282,15.2,,1015.5,
2020-10-03,15.9,8.5,23,0,,285,10.4,,1015.8,
2020-10-04,14.4,10,22.7,0,,320,24.5,,1021.7,
2020-10-05,11.9,7,20,0,,273,12,,1023.7,
2020-10-06,14.1,6.2,21,0,,26,6.2,,1022.9,
2020-10-07,13.1,8,22.2,0,,134,4.2,,1024.9,
2020-10-08,14.7,8.7,22.2,0,,87,4.8,,1026.9,
2020-10-09,14.7,11,22,0,,118,4.5,,1022.3,
2020-10-10,16.7,11.3,23.2,0,,94,5.9,,1019.1,
2020-10-11,12.8,11,23.2,0,,3,12.6,,1018.4,
2020-10-12,11,4,19,0,,157,7.2,,1021.7,
2020-10-13,14.9,6,22,0,,354,10.8,,1022.6,
2020-10-14,8.2,5,21.3,0,,89,6.9,,1029.2,
2020-10-15,13.5,3.7,19,0,,35,6.9,,1024.8,
2020-10-16,12,8.8,20,0,,297,13.8,,1024.8,
2020-10-17,12.1,1,23,0,,230,6.6,,1021.8,
2020-10-18,11.9,3,22.9,0,,69,6,,1022.4,
2020-10-19,12.6,4,22,0,,87,6.8,,1023.5,
2020-10-20,12.7,7.2,22,0,,98,5,,1020.3,
2020-10-21,8.9,4,17,0,,320,15.6,,1018.1,
2020-10-22,10.7,1,16,0,,337,15.3,,1022.1,
2020-10-23,9.6,1,18,0,,289,8.9,,1023.6,
2020-10-24,10.8,2.3,20.1,0,,262,6.9,,1021.3,
2020-10-25,11.2,4,20.1,0,,70,4.5,,1018,
2020-10-26,14.8,6,24,0,,348,7.1,,1018.7,
2020-10-27,9.2,2,21.9,0,,335,10.5,,1025.8,
2020-10-28,10.1,1,21,0,,345,6.3,,1027.6,
2020-10-29,7.8,2,19,0,,63,4.2,,1026.7,
2020-10-30,11.4,2.8,19,0,,109,6.5,,1026.3,
2020-10-31,13.3,5.8,19.5,0,,281,10.4,,1019,
2020-11-01,11.7,4,19.5,0,,321,13.5,,1021.5,
2020-11-02,6.1,1,17.7,0,,323,15.9,,1026,
2020-11-03,4.8,-3,14,0,,1,6.8,,1027.1,
2020-11-04,5.3,-4,15,0,,89,4.4,,1021.1,
2020-11-05,8.1,0,16,0,,59,4.4,,1020,
2020-11-06,10.8,3.5,18,0,,308,9.5,,1017.4,
2020-11-07,12.7,3.7,19.3,0,,303,18.3,,1021.4,
2020-11-08,7.8,4,19.3,0,,258,12.3,,1029,
2020-11-09,7.3,-1,16.3,0,,209,6.5,,1026.5,
2020-11-10,7.3,0,18,0,,79,6.5,,1027.6,
2020-11-11,7.1,2.5,18,0,,,4.2,,1026.8,
2020-11-12,10.6,2.9,21,0,,3,8.6,,1026.5,
2020-11-13,8.8,3.3,20.5,0,,92,8.1,,1032.2,
2020-11-14,7.3,3,16.4,0,,48,3.9,,1027.6,
2020-11-15,6.4,3,16,0,,10,5,,1025.3,
2020-11-16,10.3,4.7,16,0,,44,5.1,,1026.2,
2020-11-17,9.9,8,13.1,3,,10,7.6,,1018.9,
2020-11-18,7.9,7,11.2,19.3,,7,13.7,,1009,
2020-11-19,4.1,4,11.2,0,,10,15,,1016.1,
2020-11-20,2.9,-2,10.1,0,,20,9.8,,1027.5,
2020-11-21,1.2,0,8.1,5.6,,32,5.6,,1028.7,
2020-11-22,0.9,-2,4,0,,320,18.3,,1034.7,
2020-11-23,1,-3,7,0,,311,12.3,,1033.1,
2020-11-24,0.4,-3,8,0,,325,5.3,,1028.9,
2020-11-25,2.2,-4,7.7,0,,12,9.6,,1030,
2020-11-26,-0.1,-4,6.6,0,,88,5,,1033.8,
2020-11-27,1.2,-4,5.1,0,,335,15.1,,1037.5,
2020-11-28,-3,-6,5.4,0,,5,9.5,,1036.5,
2020-11-29,0.4,-5.2,5.6,0,,328,10.5,,1033.7,
2020-11-30,-2.2,-5,5.9,0,,23,9.8,,1039,
2020-12-01,-1.2,-7,4.8,0,,3,6.3,,1037.9,
2020-12-02,-1.6,-5,3.4,0,,346,10.4,,1036.4,
2020-12-03,-0.1,-8,4.3,0,,316,14.4,,1038.1,
2020-12-04,-1.7,-3,4.3,0,,312,17.4,,1033.8,
2020-12-05,-1.3,-9,4,0,,345,7.2,,1029.8,
2020-12-06,-0.2,-6,6.2,0,,339,11.9,,1028.9,
2020-12-07,-3.6,-8,6.2,0,,326,20.7,,1036.1,
2020-12-08,-2.1,-9.3,2.5,0,,293,7.2,,1030.8,
2020-12-09,-4.4,-8,3.3,0,,279,4.5,,1024,
2020-12-10,0.3,-10,9,0,,216,7.5,,1022.3,
2020-12-11,-1.3,-7,7.3,0,,38,6.2,,1022,
2020-12-12,-0.7,-8,6.6,0,,89,6.2,,1020,
2020-12-13,-6.9,-7,2.3,0,,321,23.1,,1032.1,
2020-12-14,-7.1,-15,-0.2,0,,304,10.5,,1035.3,
2020-12-15,-5.3,-14,0.1,0,,315,7.2,,1035.1,
2020-12-16,-4.3,-10,3,0,,293,9.9,,1035.1,
2020-12-17,-4.1,-9,3.1,0,,327,5.7,,1030.6,
2020-12-18,-6.6,-11,3.1,0,,7,10.8,,1037.4,
2020-12-19,-4.8,-13,3.2,0,,329,5.7,,1036.3,
2020-12-20,-3.8,-10,5,0,,346,8,,1034,
2020-12-21,-3.6,-10,5,0,,264,6,,1028.1,
2020-12-22,-1.5,-10,6.6,0,,244,5.4,,1022,
2020-12-23,1.2,-7.5,7.2,0,,308,17.4,,1021.6,
2020-12-24,-2.1,-5,7.2,0,,294,15.3,,1024.6,
2020-12-25,-3.4,-11,8,0,,87,4.7,,1022.3,
2020-12-26,-3.7,-10,7.7,0,,22,5.1,,1021,
2020-12-27,-1.1,-7,7.5,0,,21,6.2,,1020.1,
2020-12-28,-3.3,-6,7.5,0,,59,8.4,,1028.1,
2020-12-29,-11.6,-14,2.1,0,,329,30.6,,1041.3,
2020-12-30,-9.1,-14,-5.6,0,,316,23.4,,1038,
2020-12-31,-6,-14,1,0,,261,12,,1030.2,
2021-01-01,-7,-14,1.5,0,,70,4.7,,1026.2,
2021-01-02,-5.2,-14,1.5,0,,29,6.3,,1031.1,
2021-01-03,-6.4,-11,0.5,0,,59,6.8,,1034.5,
2021-01-04,-5.8,-11,-0.1,0,,342,12.9,,1033.9,
2021-01-05,-7.3,-15,-0.1,0,,317,11.1,,1036.1,
2021-01-06,-15.8,-19,-2.3,0,,320,27.8,,1036.7,
2021-01-07,-13.1,-23,-7,0,,331,14,,1036.6,
2021-01-08,-7.1,-19,-2.7,0,,316,13.7,,1030.3,
2021-01-09,-3.3,-13,1.9,0,,307,14.6,,1028.4,
2021-01-10,-2.3,-9.3,1.5,0,,302,15.8,,1030.8,
2021-01-11,-4.6,-7,2.1,0,,288,14.1,,1025.8,
2021-01-12,-4.2,-12,5,0,,173,5.4,,1010.9,
2021-01-13,0.4,-10,8.6,0,,348,8.6,,1013.4,
2021-01-14,-1.3,-4,8.6,0,,56,8.3,,1016.5,
2021-01-15,-3.9,-5,3.5,0,,3,12.8,,1024.5,
2021-01-16,-5,-12,3.5,0,,321,14.1,,1034.4,
2021-01-17,-3.9,-12,3.1,0,,226,9,,1026.2,
2021-01-18,-2.9,-11,5,0,,75,8.3,,1023.8,
2021-01-19,-6,-11,5.5,0,10,64,6.9,,1029.8,
2021-01-20,-4.7,-9,1.7,0,,354,5.1,,1024.1,
2021-01-21,-2.2,-8.3,6,0,,316,5,,1021.4,
2021-01-22,-3.7,-8,5.5,0,,135,6.5,,1025,
2021-01-23,-4.3,-11,5.2,0,,23,3.8,,1024.1,
2021-01-24,-1.8,-6.8,5,0,,5,5.4,,1026.3,
2021-01-25,-3.2,-7,5,0.8,,23,3.5,,1025.9,
2021-01-26,-1.2,-8,9,0,,291,10.1,,1024.7,
2021-01-27,-0.5,-8,6.9,0,,356,10.4,,1022.4,
2021-01-28,-8.2,-12,3.4,0,,306,18.6,,1028.8,
2021-01-29,-6.6,-14,0.7,0,,102,5.4,,1023.1,
2021-01-30,-2.3,-12,7.5,0,,114,7.7,,1023,
2021-01-31,-4.3,-9,7.5,0,,149,5.4,,1020,
2021-02-01,-2.8,-10,4.5,0,,333,14.7,,1024.3,
2021-02-02,-5.7,-13,2.9,0,,220,12.2,,1028.2,
2021-02-03,-3.2,-13,7.7,0,,353,9.5,,1023.9,
2021-02-04,-1,-12,10.3,0,,201,7.2,,1023.1,
2021-02-05,4.2,-4.7,15.3,0,,268,7.4,,1012.9,
2021-02-06,6.2,-5,16.4,0,,314,9.6,,1013.7,
2021-02-07,-1.3,-6,7,0,,18,10.7,,1029.7,
2021-02-08,-1.1,-10,7.8,0,,115,4.7,,1031.3,
2021-02-09,-0.3,-9,10.1,0,,117,3.8,,1023.8,
2021-02-10,6.8,-6,16,0,,192,5.7,,1021.5,
2021-02-11,2.2,-4,11,,,117,4.4,,1018.4,
2021-02-12,4.5,-4,15,,,76,5.4,,1019.7,
2021-02-13,2.6,-1,7.8,0,,72,4.8,,1020.7,
2021-02-14,0.7,-1,7.8,0.3,,102,7.8,,1018.7,
2021-02-15,0.7,-8,6.1,0,,290,13.4,,1020.7,
2021-02-16,-3.8,-5,6.1,0,,347,25.5,,1025,
2021-02-17,-4.3,-9,3.6,0,,28,11.7,,1031.2,
2021-02-18,-1.5,-8.5,7.5,0,,333,6.2,,1026,
2021-02-19,9,-4.7,18,0,,304,6.6,,1009.8,
2021-02-20,7.4,-3,20,,,130,4.8,,1004.4,
2021-02-21,11.6,2.3,25.6,0,,348,6.2,,1003.9,
2021-02-22,5.4,1.8,13,0,,62,11.9,,1023.9,
2021-02-23,-0.7,-1,12.9,0,,102,8.9,,1030.6,
2021-02-24,-0.8,-6,5.5,0,,90,4.7,,1026.6,
2021-02-25,1.8,-6,9,0,,73,5.1,,1026.3,
2021-02-26,3.4,-4,11.2,0,,131,6.5,,1027,
2021-02-27,5.8,-3.1,11.9,0,,145,5.9,,1024.3,
2021-02-28,3.3,1.4,11.9,17.8,10,72,6.5,,1024,
2021-03-01,2.6,-1.2,6,0.3,20,110,10.9,,1029.1,
2021-03-02,3.2,-1.2,5,0,,180,9,,1026.6,
2021-03-03,5.1,1.7,7,0,,96,5.4,,1019.6,
2021-03-04,5.5,2,11.1,0,,90,3.9,,1016.7,
2021-03-05,4.4,0.9,11.1,0,,86,9.5,,1023.7,
2021-03-06,0.2,-1,9.6,0,,163,9.5,,1036.1,
2021-03-07,2.5,-3.4,8.1,0,,173,7,,1030.3,
2021-03-08,3.6,-2.1,10.4,0,,112,5.9,,1025.9,
2021-03-09,7.6,0.3,15,0,,331,5.9,,1024.6,
2021-03-10,9.6,3,16.7,0,,148,6.8,,1024.6,
2021-03-11,13.3,4.9,17.5,0,,135,6.8,,1022.5,
2021-03-12,7.1,6,17.5,4.3,,123,9.9,,1024.7,
2021-03-13,10,6,15,0,,8,5.9,,1022.4,
2021-03-14,10.2,7.4,14.7,0,,150,6.2,,1014.7,
2021-03-15,7.9,9,13.2,0,,310,21.5,,1015.1,
2021-03-16,10.1,4.2,15.3,0,,25,9.3,,1022.4,
2021-03-17,9.7,6,15.3,1,,93,7.7,,1022.1,
2021-03-18,6.6,4,13,1.5,,97,6.2,,1024.8,
2021-03-19,6.3,3.2,10,13,,196,6.3,,1021.1,
2021-03-20,8,3.2,13,0,,284,18.9,,1019.3,
2021-03-21,9.3,3.5,13.4,0,,304,21.9,,1024.6,
2021-03-22,12.6,6.3,20,0,,234,14.6,,1019.3,
2021-03-23,14.1,4.2,23.3,0,,200,8,,1010.4,
2021-03-24,14.3,6,23.3,0,,88,10.8,,1016,
2021-03-25,15.2,5.9,22,0,,155,7.8,,1018.2,
2021-03-26,12.7,9,21.7,2.3,,76,4.8,,1013.2,
2021-03-27,14.1,11,18.2,0,,116,7.7,,1007.4,
2021-03-28,14.3,11,19,0,,321,18.6,,1005.6,
2021-03-29,11.9,9,19,0,,286,12.8,,1010.2,
2021-03-30,14.9,5.2,21.3,0,,166,9.5,,1010.4,
2021-03-31,17.1,7,25,0,,49,9.6,,1012.2,
2021-04-01,15.9,9,24.8,0,,93,6.5,,1017.7,
2021-04-02,13.8,12,18,0.3,,17,7.5,,1019.2,
2021-04-03,11.5,8.4,19,0,,46,12.9,,1024.5,
2021-04-04,13.3,2,20,0,,261,8.7,,1025.5,
2021-04-05,13.2,2,20,0,,198,11.4,,1021.3,
